Subject;Catalog;Descr;Section;Course ID;Exam Date;Start Time;End Time;Facil ID;Exam Type;Tot Enrl;Acad Org;Term
MATH; 204;DIFF. EQUATIONS;02;000889;23.11.2022;19:00:00;22:00:00;ENGZ50;MID;82;CS;2221
MATH; 204;DIFF. EQUATIONS;02;000889;19.12.2022;19:00:00;22:00:00;SNAA22;MID;82;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;23.11.2022;19:00:00;22:00:00;SNAA21;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;23.11.2022;19:00:00;22:00:00;SNAA22;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;19.12.2022;19:00:00;22:00:00;ENGB29;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;19.12.2022;19:00:00;22:00:00;SNAA42;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;19.12.2022;19:00:00;22:00:00;SOSB10;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;19.12.2022;19:00:00;22:00:00;SNAB172;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;19.12.2022;19:00:00;22:00:00;SNAA43;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;17.01.2023;15:00:00;18:00:00;SNAA21;FIN;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;23.11.2022;19:00:00;22:00:00;SOSB21;MID;117;CS;2221
MATH; 204;DIFF. EQUATIONS;03;000889;17.01.2023;15:00:00;18:00:00;SNAA52;FIN;117;CS;2221
MATH; 204;DIFF. EQUATIONS;04;000889;17.01.2023;15:00:00;18:00:00;SOS186;FIN;88;CS;2221
MATH; 204;DIFF. EQUATIONS;04;000889;23.11.2022;19:00:00;22:00:00;SOSB08;MID;88;CS;2221
MATH; 204;DIFF. EQUATIONS;04;000889;23.11.2022;19:00:00;22:00:00;SOSB07;MID;88;CS;2221
MATH; 204;DIFF. EQUATIONS;04;000889;19.12.2022;19:00:00;22:00:00;SNAA21;MID;88;CS;2221
MATH; 204;DIFF. EQUATIONS;04;000889;17.01.2023;15:00:00;18:00:00;SOSB08;FIN;88;CS;2221
MATH; 205;ALGEBRA I;01;000513;30.11.2022;19:00:00;22:00:00;SNAB152;MID;34;CS;2221
MATH; 205;ALGEBRA I;01;000513;19.01.2023;15:00:00;18:00:00;SCIZ24;FIN;34;CS;2221
MATH; 211;STATISTICS FOR SCIENCES;01;002677;7.11.2022;19:00:00;22:00:00;SCIZ24;MID;30;CS;2221
MATH; 211;STATISTICS FOR SCIENCES;01;002677;10.12.2022;08:30:00;11:30:00;SCIZ24;MID;30;CS;2221
MATH; 211;STATISTICS FOR SCIENCES;01;002677;18.01.2023;18:15:00;21:15:00;SNA159;FIN;30;CS;2221
MATH; 301;REAL ANALYSIS I;01;001953;20.01.2023;11:45:00;14:45:00;ENG120;FIN;26;CS;2221
MATH; 305;NUMERICAL ANALYSIS;01;003615;17.01.2023;08:30:00;11:30:00;SCIZ24;FIN;42;CS;2221
MATH; 305;NUMERICAL ANALYSIS;01;003615;23.11.2022;19:00:00;22:00:00;SCIZ24;MID;42;CS;2221
MATH; 320;LINEAR ALGEBRA;01;001541;20.01.2023;18:15:00;21:15:00;ENGB30;FIN;26;CS;2221
MATH; 413;PROBABILITY THEORY;01;001874;18.01.2023;18:15:00;21:15:00;CASEZ48;FIN;28;CS;2221
MATH; 413;PROBABILITY THEORY;01;001874;3.12.2022;15:00:00;18:00:00;CASEZ48;MID;28;CS;2221
MATH; 521;ALGEBRA I;01;000514;17.01.2023;11:45:00;14:45:00;CASEB34;FIN;6;GSSE;2221
MATH; 531;REAL ANALYSIS I;01;001954;16.01.2023;11:45:00;14:45:00;CASEB15;FIN;8;GSSE;2221
MAVA; 102;INTRO MEDIA & COMMUN;01;001427;18.01.2023;08:30:00;11:30:00;SOSB11;FIN;56;CSSH;2221
MAVA; 102;INTRO MEDIA & COMMUN;01;001427;18.01.2023;08:30:00;11:30:00;SOSB10;FIN;56;CSSH;2221
MAVA; 102;INTRO MEDIA & COMMUN;01;001427;1.11.2022;19:00:00;22:00:00;SNAA22;MID;56;CSSH;2221
MAVA; 104;BASIC DESIGN;05;000334;20.01.2023;11:45:00;14:45:00;SNA103;FIN;22;CSSH;2221
MAVA; 104;BASIC DESIGN;05;000334;20.01.2023;11:45:00;14:45:00;SNA103;FIN;22;CSSH;2221
MAVA; 203;BASIC DRAWING;01;000205;19.01.2023;11:45:00;14:45:00;STD201;FIN;23;CSSH;2221
MAVA; 203;BASIC DRAWING;02;000205;19.01.2023;11:45:00;14:45:00;STD201;FIN;22;CSSH;2221
MAVA; 205;CREATIVE THINK IN DESIGN;01;000849;21.01.2023;08:30:00;11:30:00;ENGB29;FIN;30;CSSH;2221
MAVA; 206;WRITING FOR MEDIA;01;002878;24.01.2023;18:15:00;21:15:00;SOSB10;FIN;26;CSSH;2221
MAVA; 206;WRITING FOR MEDIA;02;002878;24.01.2023;18:15:00;21:15:00;SOSB10;FIN;25;CSSH;2221
MAVA; 207;VISUAL DESIGN;01;000108;22.01.2023;08:30:00;11:30:00;SOSB08;FIN;16;CSSH;2221
MAVA; 207;VISUAL DESIGN;02;000108;22.01.2023;08:30:00;11:30:00;SOSB08;FIN;18;CSSH;2221
MAVA; 207;VISUAL DESIGN;03;000108;22.01.2023;08:30:00;11:30:00;SOSB08;FIN;18;CSSH;2221
MAVA; 208;VIDEO BASICS;01;003200;23.01.2023;08:30:00;11:30:00;STDB436;FIN;16;CSSH;2221
MAVA; 208;VIDEO BASICS;03;003200;23.01.2023;15:00:00;18:00:00;STDB436;FIN;16;CSSH;2221
MAVA; 210;PHOTOGRAPHY BASICS;01;003361;20.01.2023;11:45:00;14:45:00;SOSZ14;FIN;21;CSSH;2221
MAVA; 210;PHOTOGRAPHY BASICS;02;003361;20.01.2023;15:00:00;18:00:00;SOSZ14;FIN;20;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;01;001293;2.11.2022;19:00:00;22:00:00;SOSB07;MID;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;01;001293;3.12.2022;11:45:00;14:45:00;SOSB07;MID;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;01;001293;22.01.2023;11:45:00;14:45:00;SOSB11;FIN;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;01;001293;22.01.2023;11:45:00;14:45:00;SOSB07;FIN;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;02;001293;2.11.2022;19:00:00;22:00:00;SOSB07;MID;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;02;001293;3.12.2022;11:45:00;14:45:00;SOSB07;MID;40;CSSH;2221
MAVA; 221;INDUS AND CULT PROD;02;001293;22.01.2023;11:45:00;14:45:00;SOSB07;FIN;40;CSSH;2221
MAVA; 301;MARKETING RESEARCH;01;001586;21.11.2022;19:00:00;22:00:00;SOSB21;MID;3;CSSH;2221
MAVA; 301;MARKETING RESEARCH;01;001586;5.01.2023;19:00:00;22:00:00;SOSB10;MID;3;CSSH;2221
MAVA; 301;MARKETING RESEARCH;01;001586;25.01.2023;15:00:00;18:00:00;SNAA21;FIN;3;CSSH;2221
MAVA; 301;MARKETING RESEARCH;01;001586;25.01.2023;15:00:00;18:00:00;SNAA21;FIN;3;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;01;000501;27.11.2022;15:00:00;18:00:00;ENGZ50;MID;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;01;000501;23.01.2023;11:45:00;14:45:00;SNAA21;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;01;000501;23.01.2023;11:45:00;14:45:00;SNAA22;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;01;000501;23.01.2023;11:45:00;14:45:00;SNAA51;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;02;000501;27.11.2022;15:00:00;18:00:00;ENGZ50;MID;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;02;000501;23.01.2023;11:45:00;14:45:00;SNAA22;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;02;000501;23.01.2023;11:45:00;14:45:00;SNAA22;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;03;000501;27.11.2022;15:00:00;18:00:00;ENGZ50;MID;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;03;000501;23.01.2023;11:45:00;14:45:00;SNAA21;FIN;5;CSSH;2221
MAVA; 303;ADVERTISING AND PROMOTION;03;000501;23.01.2023;11:45:00;14:45:00;SNAA22;FIN;5;CSSH;2221
MAVA; 307;MEDIA RESEARCH METHODS;01;000109;19.01.2023;15:00:00;18:00:00;STD201;FIN;46;CSSH;2221
MAVA; 316;PUBLIC RELATIONS;01;001906;10.11.2022;19:00:00;22:00:00;STD201;MID;49;CSSH;2221
MAVA; 316;PUBLIC RELATIONS;01;001906;19.01.2023;08:30:00;11:30:00;STD201;FIN;49;CSSH;2221
MAVA; 323;PHOTOGRAPHY STUDIO;01;000404;25.01.2023;08:30:00;11:30:00;SOSZ14;FIN;14;CSSH;2221
MAVA; 326;DOCUMENTARY & NONFICTION;01;000909;22.01.2023;11:45:00;14:45:00;STDB436;FIN;11;CSSH;2221
MAVA; 327;TYPOGRAPHY;01;002837;18.01.2023;18:15:00;21:15:00;ENGB29;FIN;17;CSSH;2221
MAVA; 327;TYPOGRAPHY;02;002837;18.01.2023;18:15:00;21:15:00;ENGB29;FIN;18;CSSH;2221
MAVA; 342;ORGANIZATIONAL BEHAVIOR;01;001763;25.01.2023;11:45:00;14:45:00;SNAA22;FIN;9;CSSH;2221
MAVA; 342;ORGANIZATIONAL BEHAVIOR;01;001763;25.01.2023;11:45:00;14:45:00;SNAA22;FIN;9;CSSH;2221
MAVA; 342;ORGANIZATIONAL BEHAVIOR;01;001763;25.01.2023;11:45:00;14:45:00;SNAA22;FIN;9;CSSH;2221
MAVA; 402;MARKETING STRATEGY;01;001588;18.01.2023;11:45:00;14:45:00;SNAA21;FIN;3;CSSH;2221
MAVA; 402;MARKETING STRATEGY;01;001588;18.01.2023;11:45:00;14:45:00;SNAA21;FIN;3;CSSH;2221
MAVA; 406;MEDIA, CULTURE AND SOCIETY;01;002085;24.01.2023;11:45:00;14:45:00;SNAA21;FIN;18;CSSH;2221
MAVA; 406;MEDIA, CULTURE AND SOCIETY;01;002085;24.01.2023;11:45:00;14:45:00;SNAA21;FIN;18;CSSH;2221
MAVA; 406;MEDIA, CULTURE AND SOCIETY;02;002085;24.01.2023;11:45:00;14:45:00;SNAA51;FIN;18;CSSH;2221
MAVA; 406;MEDIA, CULTURE AND SOCIETY;02;002085;24.01.2023;11:45:00;14:45:00;SNAA21;FIN;18;CSSH;2221
MAVA; 406;MEDIA, CULTURE AND SOCIETY;02;002085;24.01.2023;11:45:00;14:45:00;SNAA21;FIN;18;CSSH;2221
MAVA; 416;Children’s Books;01;003455;22.01.2023;15:00:00;18:00:00;CASEZ24;FIN;16;CSSH;2221
MAVA; 416;Children’s Books;01;003455;22.01.2023;15:00:00;18:00:00;CASEZ24;FIN;16;CSSH;2221
MAVA; 418;MEDIA PLANNING;01;001629;12.11.2022;08:30:00;11:30:00;SNAB172;MID;52;CSSH;2221
MAVA; 418;MEDIA PLANNING;01;001629;16.01.2023;18:15:00;21:15:00;SNAA52;FIN;52;CSSH;2221
MAVA; 444;MEDIA & VIS ARTS PROJECT;01;001626;18.01.2023;11:45:00;14:45:00;SNAA11;FIN;5;CSSH;2221
MAVA; 446;GRADUATION PROJECT;01;003269;19.01.2023;11:45:00;14:45:00;SNAB119;FIN;35;CSSH;2221
MAVA; 454;ST MAVA;01;004158;18.01.2023;08:30:00;11:30:00;SOSB35;FIN;12;CSSH;2221
MBGE; 101;GENERAL BIOLOGY I;01;001084;20.01.2023;18:15:00;21:15:00;SOSB16;FIN;64;CS;2221
MBGE; 101;GENERAL BIOLOGY I;01;001084;12.11.2022;11:45:00;14:45:00;SNAA21;MID;64;CS;2221
MBGE; 101;GENERAL BIOLOGY I;01;001084;17.12.2022;11:45:00;14:45:00;SNAA21;MID;64;CS;2221
MBGE; 101;GENERAL BIOLOGY I;01;001084;20.01.2023;18:15:00;21:15:00;SOSB10;FIN;64;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;01;000263;29.11.2022;19:00:00;22:00:00;SNAB172;MID;80;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;01;000263;29.11.2022;19:00:00;22:00:00;SNAA21;MID;80;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;01;000263;29.12.2022;19:00:00;22:00:00;SNAA21;MID;80;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;01;000263;19.01.2023;11:45:00;14:45:00;SOS186;FIN;80;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;01;000263;29.12.2022;19:00:00;22:00:00;SNAA52;MID;80;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;19.01.2023;11:45:00;14:45:00;SOS186;FIN;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.11.2022;19:00:00;22:00:00;SNAA42;MID;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.12.2022;19:00:00;22:00:00;SNAB172;MID;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.11.2022;19:00:00;22:00:00;SNAA52;MID;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.11.2022;19:00:00;22:00:00;SNAA22;MID;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.12.2022;19:00:00;22:00:00;SNAA43;MID;90;CS;2221
MBGE; 200;INTRODUCTORY BIOLOGY;02;000263;29.12.2022;19:00:00;22:00:00;SNAA22;MID;90;CS;2221
MBGE; 203;INTRODUCTION TO PHYSIOLOGY;01;002724;25.01.2023;15:00:00;18:00:00;SOSB10;FIN;56;CS;2221
MBGE; 203;INTRODUCTION TO PHYSIOLOGY;01;002724;25.01.2023;15:00:00;18:00:00;SOSB11;FIN;56;CS;2221
MBGE; 203;INTRODUCTION TO PHYSIOLOGY;01;002724;26.11.2022;11:45:00;14:45:00;SOSB10;MID;56;CS;2221
MBGE; 216;MICROBIOLOGY;01;004154;5.11.2022;08:30:00;11:30:00;SCIZ24;MID;44;CS;2221
MBGE; 216;MICROBIOLOGY;01;004154;22.01.2023;11:45:00;14:45:00;SCIZ24;FIN;44;CS;2221
MBGE; 216;MICROBIOLOGY;01;004154;10.12.2022;15:00:00;18:00:00;SCIZ24;MID;44;CS;2221
MBGE; 300;BIOCHEMISTRY I;01;003548;2.11.2022;19:00:00;22:00:00;SCIZ24;MID;46;CS;2221
MBGE; 300;BIOCHEMISTRY I;01;003548;23.01.2023;11:45:00;14:45:00;STD201;FIN;46;CS;2221
MBGE; 301;GENETICS I;01;000337;25.01.2023;18:15:00;21:15:00;STD201;FIN;47;CS;2221
MBGE; 419;CELL CYCLE;01;003870;24.01.2023;08:30:00;11:30:00;CASEZ24;FIN;16;CS;2221
MBGE; 419;CELL CYCLE;01;003870;24.01.2023;08:30:00;11:30:00;CASEZ24;FIN;16;CS;2221
MBGE; 501;ADV MOLEC AND CELL BIOLO;01;000456;16.01.2023;15:00:00;18:00:00;CASEB24;FIN;26;GSSE;2221
MBGE; 501;ADV MOLEC AND CELL BIOLO;01;000456;30.11.2022;19:00:00;22:00:00;SCI103;MID;26;GSSE;2221
MBGE; 519;CELL CYCLE;01;003871;24.01.2023;08:30:00;11:30:00;CASEZ24;FIN;9;GSSE;2221
MBGE; 519;CELL CYCLE;01;003871;24.01.2023;08:30:00;11:30:00;CASEZ24;FIN;9;GSSE;2221
MBGE; 550;ST MBGE;01;002452;22.01.2023;15:00:00;18:00:00;SNAA11;FIN;5;GSSE;2221
MBGE; 550;ST MBGE;02;002452;22.01.2023;15:00:00;18:00:00;SNAA11;FIN;4;GSSE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;21.01.2023;08:30:00;11:30:00;SOSB07;FIN;92;CE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;24.12.2022;08:30:00;11:30:00;SOSB07;MID;92;CE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;24.12.2022;08:30:00;11:30:00;SOSB08;MID;92;CE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;27.11.2022;08:30:00;11:30:00;SOSB07;MID;92;CE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;27.11.2022;08:30:00;11:30:00;SOSB08;MID;92;CE;2221
MECH; 201;STATICS & MECH MATERIALS;01;002673;21.01.2023;08:30:00;11:30:00;SOSB08;FIN;92;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;2.12.2022;19:00:00;22:00:00;SNAB149;MID;100;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;20.01.2023;18:15:00;21:15:00;SNAB149;FIN;100;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;20.01.2023;18:15:00;21:15:00;SNAB220;FIN;100;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;20.01.2023;18:15:00;21:15:00;SNAB242;FIN;100;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;2.12.2022;19:00:00;22:00:00;SNAB242;MID;100;CE;2221
MECH; 203;INTRO TO MECH.ENG. DESIGN;01;001459;2.12.2022;19:00:00;22:00:00;SNAB220;MID;100;CE;2221
MECH; 206;DYNAMICS;01;000918;23.11.2022;19:00:00;22:00:00;STD201;MID;46;CE;2221
MECH; 206;DYNAMICS;01;000918;17.01.2023;11:45:00;14:45:00;SCIZ24;FIN;46;CE;2221
MECH; 301;FLUID MECHANICS;01;001049;21.01.2023;15:00:00;18:00:00;ENGZ50;FIN;89;CE;2221
MECH; 301;FLUID MECHANICS;01;001049;5.01.2023;19:00:00;22:00:00;ENGZ50;MID;89;CE;2221
MECH; 301;FLUID MECHANICS;01;001049;27.11.2022;18:15:00;21:15:00;ENGZ50;MID;89;CE;2221
MECH; 303;MACHINE DESIGN;01;001559;28.12.2022;19:00:00;22:00:00;SNAA21;MID;61;CE;2221
MECH; 303;MACHINE DESIGN;01;001559;30.11.2022;19:00:00;22:00:00;SNAA21;MID;61;CE;2221
MECH; 303;MACHINE DESIGN;01;001559;17.01.2023;08:30:00;11:30:00;ENGB30;FIN;61;CE;2221
MECH; 303;MACHINE DESIGN;01;001559;17.01.2023;08:30:00;11:30:00;ENGB29;FIN;61;CE;2221
MECH; 304;DYNAMIC MODELING&CONTROL;01;000916;18.01.2023;08:30:00;11:30:00;ENGB29;FIN;35;CE;2221
MECH; 304;DYNAMIC MODELING&CONTROL;01;000916;1.12.2022;19:00:00;22:00:00;SNAB119;MID;35;CE;2221
MECH; 307;NUMERICAL METHDS MECH ENG;01;001728;27.11.2022;15:00:00;18:00:00;SNAB242;MID;39;CE;2221
MECH; 307;NUMERICAL METHDS MECH ENG;01;001728;22.01.2023;11:45:00;14:45:00;SNAB242;FIN;39;CE;2221
MECH; 307;NUMERICAL METHDS MECH ENG;01;001728;24.12.2022;15:00:00;18:00:00;SNAB242;MID;39;CE;2221
MECH; 308;FINITE ELEMENTS ANALYSIS;01;000113;16.01.2023;18:15:00;21:15:00;STD201;FIN;44;CE;2221
MECH; 401;MECH. ENG. LAB;01;001614;21.01.2023;18:15:00;21:15:00;SNAA42;FIN;70;CE;2221
MECH; 401;MECH. ENG. LAB;01;001614;21.01.2023;18:15:00;21:15:00;SNAA43;FIN;70;CE;2221
MECH; 408;INTRO TO BIOMECHANICS;01;000225;19.01.2023;18:15:00;21:15:00;STD201;FIN;31;CE;2221
MECH; 427;ROCKET PROPULSION;01;001988;20.01.2023;15:00:00;18:00:00;SNA158;FIN;12;CE;2221
MECH; 508;INTRO TO BIOMECHANICS;01;000229;19.01.2023;18:15:00;21:15:00;STD201;FIN;17;GSSE;2221
MECH; 527;ROCKET PROPULSION;01;003902;20.01.2023;15:00:00;18:00:00;SNA158;FIN;6;GSSE;2221
MEDI; 101;SCIEN BASIS OF MEDICINE I;01;002014;25.01.2023;11:45:00;14:45:00;SOSB11;FIN;66;SOM;2221
MEDI; 101;SCIEN BASIS OF MEDICINE I;01;002014;25.01.2023;11:45:00;14:45:00;SOSB10;FIN;66;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;26.12.2022;19:00:00;22:00:00;SNAA21;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;26.12.2022;19:00:00;22:00:00;SNAA21;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;26.12.2022;19:00:00;22:00:00;SNAA21;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;26.12.2022;19:00:00;22:00:00;SNAA21;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA159;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA159;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA159;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA159;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA158;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA158;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA158;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;25.11.2022;18:00:00;21:00:00;SNA158;MID;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB07;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB07;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB07;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB07;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB08;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB08;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB08;FIN;64;SOM;2221
MEDI; 110;CELL&MOL BAS. MED. I;01;004085;18.01.2023;08:30:00;11:30:00;SOSB08;FIN;64;SOM;2221
MEDI; 110L;LAB. OF CELL&MOL BAS. OF MED I;LABA;004160;16.01.2023;15:00:00;18:00:00;SNAB149;FIN;18;SOM;2221
MEDI; 110L;LAB. OF CELL&MOL BAS. OF MED I;LABB;004160;16.01.2023;15:00:00;18:00:00;SNAB149;FIN;21;SOM;2221
MEDI; 110L;LAB. OF CELL&MOL BAS. OF MED I;LABC;004160;16.01.2023;15:00:00;18:00:00;SNAB149;FIN;18;SOM;2221
MEDI; 120;MEDICAL PHYSICS;01;004087;22.01.2023;15:00:00;18:00:00;SNAA22;FIN;59;SOM;2221
MEDI; 120;MEDICAL PHYSICS;01;004087;22.01.2023;15:00:00;18:00:00;SNAA22;FIN;59;SOM;2221
MFIN; 202;INTRO FINANCIAL MGMT;01;001424;24.11.2022;19:00:00;22:00:00;SOSB08;MID;82;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;01;001424;24.11.2022;19:00:00;22:00:00;SOSB07;MID;82;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;01;001424;24.01.2023;18:15:00;21:15:00;SOS186;FIN;82;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;02;001424;24.11.2022;19:00:00;22:00:00;ENGZ50;MID;99;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;02;001424;24.01.2023;18:15:00;21:15:00;SOSB07;FIN;99;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;02;001424;24.01.2023;18:15:00;21:15:00;SOSB08;FIN;99;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;03;001424;24.11.2022;19:00:00;22:00:00;ENGZ50;MID;99;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;03;001424;24.11.2022;19:00:00;22:00:00;SOSB10;MID;99;CASE;2221
MFIN; 202;INTRO FINANCIAL MGMT;03;001424;24.01.2023;18:15:00;21:15:00;SOS186;FIN;99;CASE;2221
MFIN; 301;CORPORATE FINANCE;01;000838;4.12.2022;08:30:00;11:30:00;SNAA21;MID;34;CASE;2221
MFIN; 301;CORPORATE FINANCE;01;000838;16.01.2023;15:00:00;18:00:00;SOSB11;FIN;34;CASE;2221
MFIN; 301;CORPORATE FINANCE;01;000838;16.01.2023;15:00:00;18:00:00;SOSB10;FIN;34;CASE;2221
MFIN; 301;CORPORATE FINANCE;02;000838;4.12.2022;08:30:00;11:30:00;SNAA22;MID;13;CASE;2221
MFIN; 301;CORPORATE FINANCE;02;000838;16.01.2023;15:00:00;18:00:00;SOSB11;FIN;13;CASE;2221
MFIN; 301;CORPORATE FINANCE;02;000838;16.01.2023;15:00:00;18:00:00;SOSB10;FIN;13;CASE;2221
MFIN; 301;CORPORATE FINANCE;02;000838;16.01.2023;15:00:00;18:00:00;SOSB10;FIN;13;CASE;2221
MFIN; 304;INVESTMENT MANAGEMENT;01;001484;19.01.2023;11:45:00;14:45:00;SNAA51;FIN;43;CASE;2221
MFIN; 304;INVESTMENT MANAGEMENT;01;001484;10.11.2022;19:00:00;22:00:00;SOSB10;MID;43;CASE;2221
MFIN; 304;INVESTMENT MANAGEMENT;01;001484;19.01.2023;11:45:00;14:45:00;SNAA21;FIN;43;CASE;2221
MFIN; 304;INVESTMENT MANAGEMENT;01;001484;10.11.2022;19:00:00;22:00:00;SOSB16;MID;43;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;01;001030;18.01.2023;11:45:00;14:45:00;SOSB10;FIN;13;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;01;001030;7.11.2022;19:00:00;22:00:00;SNAA52;MID;13;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;01;001030;18.01.2023;11:45:00;14:45:00;SOSB10;FIN;13;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;02;001030;18.01.2023;11:45:00;14:45:00;SOSB10;FIN;28;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;02;001030;7.11.2022;19:00:00;22:00:00;SNAA52;MID;28;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;02;001030;18.01.2023;11:45:00;14:45:00;SOSB11;FIN;28;CASE;2221
MFIN; 403;FIN. MARKETS&INSTITUTIONS;02;001030;7.11.2022;19:00:00;22:00:00;SNAA42;MID;28;CASE;2221
MFIN; 440;BANKING AND REGULATION;01;004378;20.01.2023;18:15:00;21:15:00;SOSB11;FIN;5;CASE;2221
MFIN; 440;BANKING AND REGULATION;01;004378;1.12.2022;19:00:00;22:00:00;SNAA22;MID;5;CASE;2221
