Component;Subject;Catalog;Section;Course ID;Descr;Tot Enrl;Career;Acad Org;Mon;Tues;Wed;Thurs;Fri;Sat;Sun;Facil ID;Type;Capacity;Mtg Start;Mtg End;Start Date;End Date;Term;Class Nbr;Mode
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;22.03.2023;29.03.2023;2222;2534;O
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;12.04.2023;19.04.2023;2222;2534;O
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;Y;N;N;N;N;N;;;0;18:30:00;21:30:00;18.04.2023;18.04.2023;2222;2534;O
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;Y;N;Y;N;N;N;;;0;18:30:00;21:30:00;28.02.2023;2.03.2023;2222;2534;O
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;Y;N;Y;N;N;N;;;0;18:30:00;21:30:00;14.03.2023;16.03.2023;2222;2534;O
LEC;CYBR; 512;01;004193;INTERNET&CLOUD SECURITY;13;MAST;GSSE;N;Y;N;Y;N;N;N;;;0;18:30:00;21:30:00;4.04.2023;6.04.2023;2222;2534;O
LEC;CYBR; 514;01;004513;CLOUD COMPUTING&SECURITY;0;MAST;GSSE;N;N;N;Y;Y;Y;N;;;0;09:00:00;13:00:00;6.01.2023;26.02.2023;2222;2535;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;N;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;18.01.2023;18.01.2023;2222;2536;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;N;Y;N;N;N;N;N;;;0;18:30:00;21:30:00;8.02.2023;15.02.2023;2222;2536;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;N;Y;N;Y;N;N;N;;;0;18:30:00;21:30:00;24.01.2023;26.01.2023;2222;2536;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;Y;N;N;N;N;N;N;;;0;18:30:00;21:30:00;30.01.2023;6.02.2023;2222;2536;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;Y;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;9.01.2023;11.01.2023;2222;2536;O
LEC;CYBR; 543;01;004185;MODERN CRYPTOGRAPHY;0;MAST;GSSE;Y;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;20.02.2023;22.02.2023;2222;2536;O
LEC;DASC; 521;01;003960;INTRO. TO MACHINE LEARNING;23;MAST;GSSE;Y;N;Y;N;N;N;N;SOSB07;LCTR;107;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;2480;P
LAB;DASC; 521;LABA;003960;INTRO. TO MACHINE LEARNING;16;MAST;GSSE;N;N;N;N;Y;N;N;SOSB07;LCTR;107;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;2481;P
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;N;N;N;N;N;Y;N;;;0;10:00:00;13:00:00;6.05.2023;6.05.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;N;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;3.05.2023;10.05.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;N;N;Y;N;N;N;N;;;0;10:00:00;13:00:00;26.04.2023;26.04.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;N;N;Y;N;N;N;N;;;0;10:00:00;13:00:00;17.05.2023;24.05.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;Y;N;N;N;N;N;N;;;0;18:30:00;21:30:00;24.04.2023;24.04.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;Y;N;N;N;N;N;N;;;0;18:30:00;21:30:00;8.05.2023;22.05.2023;2222;2537;O
LEC;DASC; 522;01;004433;APPLIED MACHINE LEARNING AND D;40;MAST;GSSE;Y;N;Y;N;N;N;N;;;0;18:30:00;21:30:00;10.04.2023;12.04.2023;2222;2537;O
LEC;DASC; 591;01;003962;NON-THESIS MASTER TERM PROJECT;2;MAST;GSSE;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2959;O
LEC;DASC; 591;02;003962;NON-THESIS MASTER TERM PROJECT;0;MAST;GSSE;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2960;P
LEC;DASC; 591;03;003962;NON-THESIS MASTER TERM PROJECT;2;MAST;GSSE;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2961;P
LEC;DASC; 595;01;003963;MASTER THESIS;0;MAST;GSSE;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2951;P
LEC;DOS; 111;01;000393;PILATES;46;UGRD;DOS;Y;N;N;N;N;N;N;SPEZ04;LCTR;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2506;P
LEC;DOS; 112;01;000394;ADVANCED PILATES;13;UGRD;DOS;N;Y;N;N;N;N;N;SPEZ04;LCTR;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2507;P
LEC;DOS; 113;01;002792;TOTAL BODY CONDITIONING;23;UGRD;DOS;N;N;Y;N;N;N;N;SPEZ04;LCTR;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2508;P
LEC;DOS; 114;01;003496;GROUP FITNESS;25;UGRD;DOS;N;N;N;Y;N;N;N;SPEZ04;LCTR;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2509;P
LEC;DOS; 115;01;004328;BREATHING TECHNIQUES;21;UGRD;DOS;N;N;N;Y;N;N;N;SPEZ04;LCTR;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2513;P
LEC;DOS; 117;01;003671;YOGA;39;UGRD;DOS;N;Y;N;N;N;N;N;SPEZ04;LCTR;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2512;P
LEC;DOS; 119;01;003643;BALLET(Beginner);12;UGRD;DOS;N;N;Y;N;N;N;N;SPE127;LCTR;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2501;P
LEC;DOS; 120;01;003696;BALLET (PRE-INT);15;UGRD;DOS;N;N;Y;N;N;N;N;SPE127;LCTR;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2502;P
LEC;DOS; 121;01;000939;EFFECTIVE SPEAKING;21;UGRD;DOS;Y;N;N;N;N;N;N;CASEB41;LCTR;34;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;2503;P
LEC;DOS; 121;02;000939;EFFECTIVE SPEAKING;25;UGRD;DOS;Y;N;N;N;N;N;N;CASEB41;LCTR;34;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;2504;P
LEC;DOS; 122;01;003497;EFFECTIVE SPEAKING 2;8;UGRD;DOS;Y;N;N;N;N;N;N;CASEB35;LCTR;34;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;2505;P
LEC;DOS; 123;01;003201;CAREER PLAN & MANAG;24;UGRD;DOS;N;N;Y;N;N;N;N;STDB335;SMNR;60;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2522;P
LEC;DOS; 125;01;003702;CHESS;21;UGRD;DOS;Y;N;N;N;N;N;N;STDB312;SPRT;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2511;P
LEC;DOS; 127;01;003918;INTERMEDIATE CHESS;12;UGRD;DOS;Y;N;N;N;N;N;N;STDB312;SPRT;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2510;P
LEC;DOS; 131;01;000391;BRIDGE I;23;UGRD;DOS;N;Y;N;N;N;N;N;STDB312;SPRT;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2519;P
LEC;DOS; 131;02;000391;BRIDGE I;26;UGRD;DOS;N;N;Y;N;N;N;N;STDB312;SPRT;0;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2520;P
LEC;DOS; 132;01;000392;BRIDGE II;9;UGRD;DOS;N;Y;N;N;N;N;N;STDB312;SPRT;0;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2521;P
LEC;DOS; 161;01;004153;PAINTING&CONTEMP PAINT TECH I;11;UGRD;DOS;N;Y;N;N;N;N;N;STDB319;SMNR;15;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;2514;P
LEC;DOS; 161;02;004153;PAINTING&CONTEMP PAINT TECH I;23;UGRD;DOS;N;Y;N;N;N;N;N;STDB319;SMNR;15;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2515;P
LEC;DOS; 161;03;004153;PAINTING&CONTEMP PAINT TECH I;19;UGRD;DOS;N;Y;N;N;N;N;N;STDB319;SMNR;15;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2516;P
LEC;DOS; 162;01;004283;PAINTING&CONTEMP PAINT TECH II;18;UGRD;DOS;N;N;Y;N;N;N;N;STDB319;SMNR;15;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;2517;P
LEC;DOS; 163;01;004284;PAINTING&CONTEMP PAINT TEC III;7;UGRD;DOS;N;N;Y;N;N;N;N;STDB319;SMNR;15;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2518;P
LEC;DTES; 544;01;001627;MEDIA & VIS ARTS PROJECT;9;MAST;GSSSH;N;Y;N;Y;N;N;N;CASEZ26;LCTR;36;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1899;P
LEC;DTES; 550;01;003236;ST DTES;5;MAST;GSSSH;N;N;Y;N;N;N;N;SNA104;LCTR;48;08:30:00;11:15:00;27.02.2023;2.06.2023;2222;1900;P
LEC;DTES; 553;01;002248;ST DTES;4;MAST;GSSSH;Y;N;N;N;N;N;N;SNA104;LCTR;48;08:30:00;11:15:00;27.02.2023;2.06.2023;2222;1901;P
LEC;DTES; 553;02;002248;ST DTES;2;MAST;GSSSH;Y;N;Y;N;N;N;N;ENGZ27;LCTR;45;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;2415;P
LEC;DTES; 555;01;002250;ST DTES;0;MAST;GSSSH;;;;;;;;;;0;;;;;2222;1902;P
SEM;DTES; 590;01;003161;SEMINAR;1;MAST;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1904;P
THE;DTES; 595;01;003307;THESIS;1;MAST;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1905;P
LEC;DTES; 630;01;003305;RESEARCH PRACTICUM;3;PHD;GSSSH;N;N;Y;N;N;N;N;ENGB18;LCTR;36;11:30:00;14:15:00;27.02.2023;2.06.2023;2222;1906;P
SEM;DTES; 690;01;003670;PhD SEMINAR COURSE;3;PHD;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2012;P
THE;DTES; 695;01;003363;PHD THESIS;7;PHD;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1907;P
LEC;EBME; 510;02;004034;EVIDENCE BASED MEDICINE;22;UGRD;SOM;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2127;P
LEC;ECIR; 313;01;001452;INTRO TO GLOBAL POL ECON;27;UGRD;CASE;N;Y;N;Y;N;N;N;STD201;LCTR;100;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;1195;P
LEC;ECIR; 410;01;003248;POLITICAL ECON. OF TÜRKÝYE;26;UGRD;CASE;Y;N;Y;N;N;N;N;SNA158;LCTR;70;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;1196;P
LEC;ECIR; 410;02;003248;POLITICAL ECON. OF TÜRKÝYE;23;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA52;LCTR;105;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1197;P
LEC;ECON; 100;01;000186;PRINCIPLES OF ECONOMICS;115;UGRD;CASE;N;Y;N;Y;N;N;N;SOS186;AUD;370;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1198;P
LEC;ECON; 100;02;000186;PRINCIPLES OF ECONOMICS;62;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA22;LCTR;154;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1199;P
LEC;ECON; 100;03;000186;PRINCIPLES OF ECONOMICS;150;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA22;LCTR;154;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1316;P
LEC;ECON; 101;01;003723;INTO TO MICROECONOMICS;183;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA22;LCTR;154;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;1200;P
LEC;ECON; 101;02;003723;INTO TO MICROECONOMICS;181;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA21;LCTR;154;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;1201;P
LEC;ECON; 102;01;003724;INTO TO MACROECONOMICS;187;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA43;MBAC;98;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1202;H
LEC;ECON; 102;02;003724;INTO TO MACROECONOMICS;200;UGRD;CASE;N;Y;N;Y;N;N;N;SNAA21;LCTR;154;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1203;H
LEC;ECON; 201;01;001334;MICROECONOMICS;63;UGRD;CASE;Y;N;Y;N;N;N;N;SOSB08;LCTR;107;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;1204;P
LEC;ECON; 201;02;001334;MICROECONOMICS;60;UGRD;CASE;N;N;N;N;Y;N;N;CASEZ48;LCTR;79;14:30:00;17:15:00;27.02.2023;2.06.2023;2222;1205;P
PRB;ECON; 201;PSA;001334;MICROECONOMICS;63;UGRD;CASE;N;Y;N;N;N;N;N;SNA158;LCTR;70;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1206;P
PRB;ECON; 201;PSB;001334;MICROECONOMICS;60;UGRD;CASE;N;N;N;Y;N;N;N;SNAB119;LCTR;75;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1207;P
LEC;ECON; 202;01;001333;MACROECONOMICS;92;UGRD;CASE;N;Y;N;Y;N;N;N;SNAA42;MBAC;67;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1208;P
LEC;ECON; 202;02;001333;MACROECONOMICS;79;UGRD;CASE;Y;N;Y;N;N;N;N;SCI103;LCTR;60;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1209;P
PRB;ECON; 202;PSA;001333;MACROECONOMICS;76;UGRD;CASE;N;N;Y;N;N;N;N;SNAA42;MBAC;67;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1210;P
PRB;ECON; 202;PSB;001333;MACROECONOMICS;65;UGRD;CASE;N;N;N;Y;N;N;N;SCI103;LCTR;60;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1211;P
LEC;ECON; 311;01;000923;INTR.TO ECONOMETRICS;97;UGRD;CASE;Y;N;Y;N;N;N;N;SOSB08;LCTR;107;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1212;P
PRB;ECON; 311;PSA;000923;INTR.TO ECONOMETRICS;31;UGRD;CASE;N;N;Y;N;N;N;N;SNAB153;LCTR;45;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1213;P
PRB;ECON; 311;PSB;000923;INTR.TO ECONOMETRICS;34;UGRD;CASE;Y;N;N;N;N;N;N;SNAB153;LCTR;45;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1214;P
PRB;ECON; 311;PSC;000923;INTR.TO ECONOMETRICS;32;UGRD;CASE;N;Y;N;N;N;N;N;SNAB173;LCTR;47;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;2482;P
LEC;ECON; 321;01;000276;INTERNATIONAL TRADE;54;UGRD;CASE;Y;N;Y;N;N;N;N;SNAA43;MBAC;98;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;2269;P
LEC;ECON; 321;02;000276;INTERNATIONAL TRADE;59;UGRD;CASE;Y;N;Y;N;N;N;N;SCI103;LCTR;60;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;2270;P
PRB;ECON; 321;PSA;000276;INTERNATIONAL TRADE;83;UGRD;CASE;N;N;N;N;Y;N;N;SCIZ24;LCTR;92;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;3555;P
PRB;ECON; 321;PSB;000276;INTERNATIONAL TRADE;30;UGRD;CASE;N;N;N;N;Y;N;N;SCIZ07;LCTR;49;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;3634;P
LEC;ECON; 322;01;001400;INTL. FINANCE;86;UGRD;CASE;N;Y;N;Y;N;N;N;SNAB172;LCTR;104;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;1215;P
LEC;ECON; 333;01;001069;GAME THEORY & STRATEGY;57;UGRD;CASE;N;Y;N;Y;N;N;N;SNAB119;LCTR;75;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1317;P
LEC;ECON; 333;02;001069;GAME THEORY & STRATEGY;49;UGRD;CASE;N;Y;N;Y;N;N;N;CASEZ48;LCTR;79;16:00:00;17:15:00;27.02.2023;2.06.2023;2222;1318;P
PRB;ECON; 333;PSA;001069;GAME THEORY & STRATEGY;49;UGRD;CASE;N;N;N;N;Y;N;N;SNAB119;LCTR;75;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;2545;P
PRB;ECON; 333;PSB;001069;GAME THEORY & STRATEGY;57;UGRD;CASE;N;N;N;N;Y;N;N;SNA158;LCTR;70;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;2546;P
LEC;ECON; 350;01;002255;ST ECMAC;62;UGRD;CASE;N;N;N;N;Y;N;N;SNA158;LCTR;70;14:30:00;17:15:00;27.02.2023;2.06.2023;2222;1216;P
LEC;ECON; 430;01;001009;EXPERIMENTAL ECONOMICS;12;UGRD;CASE;N;N;N;N;Y;N;N;SNAB153;LCTR;45;08:30:00;11:15:00;27.02.2023;2.06.2023;2222;1217;P
LEC;ECON; 452;01;002267;ST ECMAC;4;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ27;LCTR;55;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1220;P
LEC;ECON; 481;01;000409;TURKISH ECON;50;UGRD;CASE;N;Y;N;Y;N;N;N;CASEZ24;LCTR;58;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1221;P
LEC;ECON; 499;01;003725;ECONOMICS CAPSTONE;60;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1222;P
LEC;ECON; 499;01;003725;ECONOMICS CAPSTONE;60;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1222;P
LEC;ECON; 499;01;003725;ECONOMICS CAPSTONE;60;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1222;P
LEC;ECON; 499;02;003725;ECONOMICS CAPSTONE;65;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1223;P
LEC;ECON; 499;02;003725;ECONOMICS CAPSTONE;65;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1223;P
LEC;ECON; 499;02;003725;ECONOMICS CAPSTONE;65;UGRD;CASE;Y;N;Y;N;N;N;N;CASEZ24;LCTR;58;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1223;P
DIS;ECON; 499;DSA;003725;ECONOMICS CAPSTONE;105;UGRD;CASE;N;Y;N;N;N;N;N;SNAB172;LCTR;104;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1224;P
DIS;ECON; 499;DSA;003725;ECONOMICS CAPSTONE;105;UGRD;CASE;N;Y;N;N;N;N;N;SNAB172;LCTR;104;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1224;P
DIS;ECON; 499;DSA;003725;ECONOMICS CAPSTONE;105;UGRD;CASE;N;Y;N;N;N;N;N;SNAB172;LCTR;104;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1224;P
LEC;ECON; 504;01;001650;MICROECONOMICS II;13;MAST;GSSSH;Y;N;N;N;N;N;N;ENGB42;LCTR;41;11:30:00;14:15:00;27.02.2023;2.06.2023;2222;1908;P
PRB;ECON; 504;PSA;001650;MICROECONOMICS II;13;MAST;GSSSH;N;N;N;N;Y;N;N;SNAB153;LCTR;45;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1909;P
LEC;ECON; 508;01;001563;MACROECONOMICS II;11;MAST;GSSSH;N;Y;N;N;N;N;N;ENGB42;LCTR;41;14:30:00;17:15:00;27.02.2023;2.06.2023;2222;1910;P
PRB;ECON; 508;PSA;001563;MACROECONOMICS II;11;MAST;GSSSH;Y;N;N;N;N;N;N;SNA157;LCTR;49;17:30:00;18:45:00;27.02.2023;2.06.2023;2222;1911;P
LEC;ECON; 512;01;000926;ECONOMETRICS II;11;MAST;GSSSH;Y;N;N;N;N;N;N;SNA157;LCTR;49;14:30:00;17:15:00;27.02.2023;2.06.2023;2222;1912;P
LEC;ECON; 530;01;001010;EXPERIMENTAL ECONOMICS;3;MAST;GSSSH;N;N;N;N;Y;N;N;SNAB153;LCTR;45;08:30:00;11:15:00;27.02.2023;2.06.2023;2222;1913;P
LEC;ECON; 552;01;002283;ST ECON;7;MAST;GSSSH;Y;N;Y;N;N;N;N;CASEZ27;LCTR;55;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;2125;P
SEM;ECON; 590;01;002047;SEMINAR IN ECONOMICS;10;MAST;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1916;P
THE;ECON; 595;01;001555;MA THESIS;14;MAST;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1917;P
SEM;ECON; 690;01;002034;SEMINAR;0;PHD;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;2006;P
THE;ECON; 695;01;001913;PhD THESIS;4;PHD;GSSSH;N;N;N;N;N;N;N;;;0;;;27.02.2023;2.06.2023;2222;1918;P
LEC;ECSA; 220;01;004499;GLOBAL BUSINESS STRATEGY;54;UGRD;CASE;Y;N;Y;N;N;N;N;ENG120;LCTR;62;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;2170;P
LEC;EFIN; 301;01;000837;CORPORATE FINANCE;29;UGRD;CASE;N;Y;N;Y;N;N;N;SNAA42;MBAC;67;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;1225;P
LEC;EFIN; 301;02;000837;CORPORATE FINANCE;34;UGRD;CASE;N;Y;N;Y;N;N;N;CASEZ48;LCTR;79;13:00:00;14:15:00;27.02.2023;2.06.2023;2222;1226;P
LEC;EFIN; 304;01;001483;INVEST MANAG;23;UGRD;CASE;Y;N;Y;N;N;N;N;SOSB11;LCTR;54;10:00:00;11:15:00;27.02.2023;2.06.2023;2222;1227;P
LEC;EFIN; 304;02;001483;INVEST MANAG;8;UGRD;CASE;Y;N;Y;N;N;N;N;ENGB30;LCTR;65;08:30:00;09:45:00;27.02.2023;2.06.2023;2222;2121;P
LEC;EFIN; 403;01;001029;FIN. MARKETS&INSTITUTIONS;24;UGRD;CASE;Y;N;Y;N;N;N;N;ENGB30;LCTR;65;14:30:00;15:45:00;27.02.2023;2.06.2023;2222;1228;P
LEC;EFIN; 403;02;001029;FIN. MARKETS&INSTITUTIONS;32;UGRD;CASE;Y;N;Y;N;N;N;N;CASEB24;LCTR;57;11:30:00;12:45:00;27.02.2023;2.06.2023;2222;1229;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;N;Y;N;N;SCIZ06;ELC;21;08:30:00;12:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;N;Y;N;N;SCIZ06;ELC;21;08:30:00;12:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;N;Y;N;N;SCIZ06;ELC;21;08:30:00;12:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;12:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;12:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;N;Y;N;N;N;SOS144;ELC;23;12:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;08:30:00;11:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;12:30:00;14:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;12:30:00;14:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;12:30:00;14:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;14:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;14:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
LEC;ELC;1048;01;004238;FOUNDATION II;14;EEDU;ELC;N;N;Y;N;N;N;N;SOS145;ELC;19;14:30:00;15:20:00;27.02.2023;2.06.2023;2222;3571;P
